id	text	HOTEL#HAUPT	ZIMMER#SAUBERKEIT	ZIMMER#HAUPT	HOTEL#PREIS	LAGE#HAUPT	ESSEN&TRINKEN#HAUPT	ESSEN&TRINKEN#RUHE	ZIMMER#RUHE	HOTEL#STYLE	HOTEL#SAUBERKEIT	SERVICE#HAUPT	ESSEN&TRINKEN#PREIS	ZIMMER#STYLE	LAGE#PREIS	LAGE#RUHE	ESSEN&TRINKEN#STYLE	ZIMMER#PREIS	SERVICE#SAUBERKEIT
1999	Essen war lauwarm und zu teuer.	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
2000	Es hieß, alles belegt, dabei waren Plätze frei.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2001	Kein gutes Image für so ein Hotel.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	Ist nicht zu empfehlen, wenn man im muffigen Nebengebäude unterkommt.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	Waren über Silvester schön essen und blieben im Hotel übernacht.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2004	Bei der Ankunft bekamen wir ein Upgrade - eine noch größere Suite als gebucht.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2005	Und diese war sehr schön, eine richtige Wohnung mit direkten Blick auf den Dom. Personal sehr freundlich Frühstück normal	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
2006	Waren dieses Jahr bereits zum 3. Mal im Bischofshof. Jedes Mal super	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	Wer es ruhiger mag sollte ein Zimmer zum Innenhof buchen.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2008	Tolles Team, super freundlicher und hilfsbereiter Empfang - nettes Ambiente Unschlagbare Lage neben dem Dom im Herzen der Stadt	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
2009	Eine Top neue Suite für 250€ incl. Frühstück direkt in Zentrum neben dem Dom ist schon spitze!	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
2010	Der Schrankraum könnte größer sein und die Dame an der Rezeption etwas verbindlicher - aber die Suite ist schon top.	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
2011	Die Anreise mit dem Auto (Umleitung) ist etwas schwierig, die Zufahrt zum Hotel schlecht bzw. dann gar nicht mehr ausgeschildert, aber der Anruf beim Hotel war hilfreich (sonst würden wir immer noch durch die Altstadt fahren	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
2012	Das Hotel Bischofshof liegt malerisch neben dem Domareal im Herzen Regensburgs.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	Die Zimmer sind modern und funktional ausgestattet mit Rücksicht auf die historische Basubstanz und sind so ein gelungenes Miteinander von Tradition und Moderne.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2014	Der freundliche und zuvorkommende Service rundet den Besuch ab.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2015	Es gibt im Hotel eine Tiefgarage, so dass man auch keine weiten Wege mit dem Gepäck oder Unterlagen zurücklegen muss.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2016	Das Hotel selbst ist schon sehr schön, das Highlight für mich aber ist der schöne Innenhof, bei schönem Wetter sitzt man in sehr schöner Umgebung sehr ruhig und kann Essen und Bier geniessen.	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
2017	Die Zimmer sind der Preisklasse entsprechend ok.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2018	Ein Problemchen ist der Platz fürs Auto, in Regensburg generell ein Problem.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2019	Den Garagenplatz kann man nicht für die Dauer des Aufenthalts buchen.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2020	Was soll man sagen, es ist einfach wunderbar in ein familiengeführtes Hotel zu kommen, der Mann in der Küche und die Patriarchen führt das Hotel, die nächste Generation steht schon parat.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2021	Man fühlt sich von der ersten Minute an wohl, man wird umsorgt und es ist eine wunderschöne Zeit, liebevoll dekoriert, a bit old english style.	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
2022	Die Zimmer sind tadellos und sehr grosszügig, hatten eine neue Corner Suite, waren beeindruckt.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023	Wir kommen wieder, grosses Kino	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024	Sehr empfehlenswertes Hotel sowohl für Urlaub als auch für Geschäftsreisen.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025	Traditionsreich in historischen Räumen, aber mit allem Komfort.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2026	Zentral zwischen Dom und Donau gelegen, trotzdem ruhig.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
2027	Ansprechender Innenhof (im Sommer mit Bewirtung).	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2028	Gutes Frühstücksbuffet.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2029	Das Essen im Restaurant ist ausgezeichnet, mehrere gemütliche Räume.	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2030	Das Besitzer-Ehepaar Schmalhofer kümmert sich persönlich um Hotel und Restaurant.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2031	Sehr freundliche, aufmerksame Mitarbeiter.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2032	Das Hotel liegt sehr gut, mitten in der Altstadt.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2033	Die Zimmer sind modern und gut eingerichtet und bequem.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2034	Frühstücksbuffet ist vielfältig und schmeckt gut.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2035	Das Restsurant ist ebenfalls sehr gut. Personal ist freundlich und kompetent.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2036	Garage ist vorhanden und hat gut Platz.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2037	Sehr gepflegtes Hotel mit Charme in der Naehe von Regensburger Dom.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
2038	Sehr gute Küche. Ich empfehle nict nur Turisten, aber geeignet auch für Businessreisen.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2039	Bischen teuer aber sonst sehr gute Preis/Leistung.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2040	Tolles Ambiente, viel Platz, riesige Badewanne für Zwei, megagroßes Bett.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2041	Küchenzeile mit Krups-Kaffeemaschine sorgt für klasse Start in den Tag.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2042	"Leckeres Frühstpcksbüffet, absehen von den schrecklichen """"Croissants"""". Servicepersonal sehr freundlich, Chefin persönlich verabschiedete uns - mit einer Marillenmarmelade als Geschenk."	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2043	Die 24stündig besetzte Rezeption fiel durch ausnahmslos freundliches und zuvorkommendes Personal auf.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2044	Das Hotel ist sehr ruhig.	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2045	Das Deluxe-Doppelzimmer machte seinem Namen alle Ehre.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2046	Es war geschmackvoll, detailliert liebevoll und mit viel Charme eingerichtet.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2047	Die farblich aufeinander abgestimmten Möbel (Bett, Sitzgarnitur) harmonierten perfekt mit dem elegant designten Zimmer.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2048	Das Badezimmer war modern und luxuriös eingerichtet. Das Frühstücksbufett war sehr schön.	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
2049	Frühstücken konnte man in dem eleganten Speisesaal oder wahlweise im wunderschönen Biergarten.	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
2050	Dieser große Biergarten besticht durch seine zahlreichen Pflanzen, die den Esstischen einen eigenen Rückzugsraum geben.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2051	Das Essen dort ist auch sehr zu	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2052	Das alteingesessenen Hotel in zentraler Lage verfügt über sehr moderne, schön eingerichtete Zimmer unterschiedlicher Kategorien.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2053	Der Empfang war sehr freundlich, das Bett hervorragend, das Zimmer sehr sauber und ruhig.	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
2054	Frühstück sehr reichhaltig. Das wird mein Stammhotel in Regensburg.	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2055	Was will man mehr als Gast, man wird umsorgt, ist fussläufig in der Altstadt und an der Donau.	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
2056	Das Personal ist außergewöhnlich zuvorkommend und freundlich, Bravo !!!	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2057	Die Zimmer sind sehr nett und groß.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2058	Das Frühstück ist auch ordentlich und wenn 17 Leute nix zu meckern haben, dann sollte wohl alles gut sein.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2059	Das Hotel liegt sehr gut in der Altstadt in der Nähe der Steinernen Brücke und neben dem Dom in einem Altbaucarré mit Innenhof in dem der gute Biergarten des Hauses liegt.	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
2060	Der Eingang ist allerdings nicht leicht zu finden.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2061	Die Garage, keine Hotelgarage, im Kellergewölbe ist über den Innenhof (dort Haltemöglichkeit zum Be- und Entladen) zu erreichen.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2062	Die Zufahrt zum Hotel ist derzeit durch eine Baustelle schwierig, am besten anrufen und den Weg genau erklären lassen, das Navi führt in gesperrte Einbahnstraßen.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2063	Wir hatten ein Deluxe Zimmer im renovierten Teil, d.h. mit moderner, stilvoll eleganter Einrichtung und Deko sowie Klimaanlage.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2064	Die Bettdecke und noch mehr das Kopfkissen sind leider von mäßiger Qualität.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2065	Der helle Teppichboden (neu) ist naturgemäß fleckenanfällig.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2066	Sehr verschachteltes altes Gebäude mit sehr schönem ruhigen Biergarten.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2067	Das Hotel sowie auch die gesamte Anlage befindet sich auf neuestem technischen Stand.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2068	Unser Hotelzimmer war gemütlich, vor allem sehr lobenswert das große hohe Bett.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2069	Wir haben himmlisch geschlafen, was schon ein großes Kompliment ist, da wir nicht in jedem Bett schlafen können.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2070	W-Lan umsonst mit guter Reichweite, Fernseher vorhanden - blieb jedoch unbenutzt, da der Biergarten zum abendlichen, romantischen Verweilen einlud.	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
2071	Bei evtl. schlechtem Wetter stehen 3 Gaststuben zur Verfügung, die der lokalen Vergangenheit gewidmet und sehr einladend sind.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2072	Das Haus mit Tradition in bester Lage mitten in Regensburg meint in den Zimmern - und leider nicht nur dort - mit künstlichen Blumen und Gestecken Atmosphäre zu schaffen.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
2073	Wir hatten ein modernisiertes Zimmer Marke stilvoll elegant mit guter Größe und einem Badezimmer, in dem vielleicht etwas mehr Ablagefache geschaffen werden könnte.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2074	Das Frühstück entsprach den Erwartungen, man nimmt es allerdings in Gaststuben ein, die teilweise mit rustikaler Deko überladen sind	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
2075	Der Service ist sehr freundlich.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2076	Es gibt keine Hotelbar, statt dessen wird man neben der Getränkeausgabe platziert.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2077	Sicherlich mit bevorzugter Lage mitten in Regensburg !	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2078	Für 13 Euro parkt man in den Katakomben ohne direkten Zugang zum Hotel....alledings hilft eine der Hausdamen mit einem Wägelchen das Gepäck über den Hof bis auf das Zimmer zu schaffen.	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2079	"Ich frage mich bis heute, warum man auch in dieser Preisklasse ( ca. 190 Euro für eine Juniorsuite ) verfleckten Teppichboden akzeptieren muss....also """"Hausschuhe"""" nicht vergessen."	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
2080	Um einen Gin Tonic zu bekommen, muss man sich an den Ausschank des angeschlossenen Restaurants begeben	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2081	- Zimmerservice nur für Essen und nur gegen 5 Euro extra.....eigentlich ein no go in einem 4* Haus.	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2082	Im Zimmer wackeln sämtliche Haken und Duschstangen, man hat den Eindruck, hier hat seit Jahren niemand mehr nachgeschaut.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2083	Das gute und umfangreiche Frühstück, sowie	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2084	Somit haben wir uns für unsere Nummer 2 entschieden und dies nicht bereut.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2085	Die Website ließ uns einen Laura-Ashley-Style erwarten.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2086	Vor Ort findet man sich draußen erst im Mittelalter, im Empfangsbereich im blumigen Laura-Ashley und auf dem Zimmer (Deluxe) in grau-beigen-Tönen, die meiner Vorstellung der Hamptons entsprechen, wieder.	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
2087	Das Zimmer wurde vor einem halben Jahr renoviert und bietet eine Kombi aus Eleganz, Gemütlichkeit und durchdachten Details (Schubladen und Haken im Bad, genügend Kleiderbügel außerhalb des Schranks für Jacken und innen für Hosen & Hemden, Licht vom Bett aus zu steuern etc.).	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2088	Die Zimmer sind sehr hoch, was sie luftig und großzügig macht.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2089	Wir übernachteten im Bischofshof in der Marc-Aurel-Suite.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2090	Die Suite befindet sich in einem Nebengebäude und ist sehr geräumig, die Einrichtung in allen Räumen ist sehr schön und individuell.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2091	Jedes Zimmer hat seinen eigenen Stil, passt aber gut zur Gesamtsuite. Das Bad ist traumhaft groß und super schön eingerichtet, lediglich das (offenbar bekannte) Problem mit der Badewannenarmatur sollte mal gelöst werden.	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
2092	Der Check - In war sehr freundlich, schnell und professionell, das Zimmer war trotz unserer sehr frühen Anreise schon bereit. Wir wurden auf das Zimmer begleitet, Wünsche wurden jeweils schnell und zuvorkommend erfüllt.	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2093	Vom riesigen Balkon hat man einen schönen Blick auf den Dom, lediglich ein Baugerüst hat etwas gestört.	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
2094	Das Frühstück war schlicht gut	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2095	Bei Ankunft im Hotel sind wir freundlich empfangen worden.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2096	Die Zimmer sind modern und gemütlich eingerichtet, zum wohl fühlen.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2097	Da hauseigene Restaurant ist ein Besuch wert, sehr leckere Küche zum fairen Preis.	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
2098	Es gib sogar ein separates Café mit Kuchentheke, sehr gemütlich. Wer also die Einfahrt zum Innenhof gemeistert hat, kann sich auf einen angenehmen Aufenthalt in einer tollen Stadt freuen.	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
2099	Schönes Hotel, top Lage, freundliches Personal, gutes Restaurant.	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
2100	Rundum nichts auszusetzen und perfekt geeignet für eine Städtereise nach Regensburg. Wirklich empfehlenswert.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2101	Würden wieder hier absteigen. Auch die Befürchtung, die Glocken des Doms könnten zu laut sein hat sich nicht bestätigt.	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2102	Sehr schöne Zimmer, tolle Lage mitten in Regensburg.	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2103	Das Personal war sehr freundlich Personal - absolut zu empfehlen. -------------------------------	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2104	Es war dort immer sehr schön, das Essen war hervorragend und das Ambiente sehr stilvoll.	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
2105	Dieses mal haben wir auch im Hotel übernachtet. Die Zimmer sind sehr schön und stilvoll eingerichtet.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2106	Wir hatten eine Juniorsuite, da für unsere Tochter aus einem Sessel ein vollwertiges Bett gemacht wurde.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2107	Die Junior Suite war wirklich fantastisch, wir wären gerne noch ein paar Tage geblieben.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2108	Nur beim Frühstück hat der Service etwas geschlafen, wir mussten lange warten bis wir endlich bemerkt wurden und uns Kaffee gebracht wurde.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2109	Das Hotel liet mitten in der historischen Altstadt von Regensburg, direkt neben dem Dom.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2110	Zur Donau und zur steinernen Brücke sind es nur 2-3 Minuten Fußweg. 4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2111	Im Sommer kann man sehr schön im Innenhof	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2112	Sehr unfreundliche Begrüßung und direkt im Ton.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2113	Absolut unpassend in den Aussagen, z.B. : Das Personal ist eh schon am Grenzbereich.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2114	Und ständig das Gefühl erweckend hier nicht gebetener Gast zu sein.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2115	Erst wenn bestimmte Personen die Bühne betreten passier ein sofortiger Stimmungswechsel, plötzlich total freundlich und zuvorkommend.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2116	Na ja, es kommt schon drauf an mit wem man zum Bischofshof Kaffeetrinken geht.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2117	Von mir ein klares ungenügend. Das sollte in einem solchen Haus keine Rolle spielen.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2118	Nie wieder Bischofshof Regensburg.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2119	Schönes historisches Hotel mitten in der Stadt, so dass man zu Fuß alles gut erreichen kann.	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
2120	Die Zimmer sind schön eingerichtet, passend zum Hotel, sehr gemütlich gestaltet.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2121	Was mich etwas gestört hat, war das nicht schön bezogene Bett, einfach schlampig.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2122	Allerdings war das Zimmer sehr sauber.	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2123	Das Frühstück war sehr gut und das Personal beim Frühstück absolut zuvorkommend.	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2124	Leider war kurzfristig kein Doppelzimmer zu bekommen, alternativ wurde uns eine Junior Suite angeboten.	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2125	Und diese war traumhaft - groß, modern, sauber.	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2126	Die Rezeption erfüllte jeden Wunsch, das Housekeeping arbeitete leise und gründlich.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2127	Das Hotel ist sehr Zentral direkt am Dom gelegen.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2128	Das Flussufer und das Schloss erreicht man in wenigen Minuten zu Fuß.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2129	Es steht direkt am Hotel eine Tiefgarage für 12 €/Tag zur Verfügung.	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2130	Das Frühstück war reichhaltig und lecker, eine Auswahl an Tageszeitungen stand zur Verfügung, auch hier keinerlei Beanstandungen.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2131	Das Haus ist wirklich sehenswert und die Zimmer in historischen Räumlichkeiten.	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
2132	Der Gang zum Innenhof eröffnet einen tollen Blick auf den direkt danebenliegenden Dom (keine Angst: man hört keine Glocken läuten).	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
2133	Die Lage ist perfekt zentral in der Altstadt. Das Frühstück wird in den Gaststuben-Räumlichkeiten abgehalten, und ist ein normales Buffet.	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
2134	Verbesserungsfähig ist jedoch der Service an der Rezeption.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2135	Wir hatten nicht das Gefühl, als Gast willkommen zu sein.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2136	"Die """"Abfertigung"""" hatte eher den Charakter eines Geschäftshotels."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2137	Kein Angebot einer Stadt-Straßenkarte, Empfehlungen für den Abend, Willkommens-Gruß (Getränk) oder das selbständige Ausgeben der WLAN-Zugangsdaten.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2138	"Das gibt es in anderen gleichwertigen Hotels alles unter dem """"Service-Aspekt"""" ohne nachfragen. Extrem"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2139	Das Hotel liegt mitten in der wunderschönen Altstadt.Alle Sehenswürdigkeiten sind fussläufig zu erreichen.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2140	Das Hotel ist sehr geschmackvoll, harmonisch und hochwertig eingerichtet.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2141	Unsere Suite hatte 3 Zimmer und einen schönen Balkon	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2142	Neben einem Schlafzimmer hatten wir ein kleines gemütliches Wohnzimmer ind eine gut ausgestattete Küche.	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2143	Das Bad ist neuund exclusiv ausgestattet. Im Innenhof lädt ein schöner grosser Biergarten zum Verweilen ein.	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
2144	Das Personal ist freundlic,hilfsbereit und kompetent	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2145	Schade, dass wir nicht in diesem Hotel uebernachtet haben, aber der historische Biergarten in der Naehe der Donau und natuerlich des Regensburger Doms ist hervorragend, sowohl von der Kueche und dem Preis, als auch von der professionellen Bedienung.	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0
2146	Der romantische, historische Biergarten ist einzigartig.	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2147	perfekte Lage um Regensburg zu entdecken.Freundliches Personal,tolle großzügige Suite,gutes Preis-Leistungsverhältnis,regionale,gute Küche,sehr schöne Räumlichkeiten,macht sehr gepflegten Eindruck,ideal die Tiefgarage	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0
2148	Das Hotel hat einen gewissen Charme durch die alte Architektur.	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2149	Sehr zu loben ist die angeschlossene Gastwirtschaft bzw. der Biergarten (gutes Essen und sehr freundliches Personal).	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
2150	Das Hotelpersonal war auch freundlich. Unser großes Pech war, dass es in dieser Nacht sehr warm war.	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2151	Da das Zimmer nicht klimatisiert war, mussten wir das Fenster öffnen. Leider war unterhalb des Fensters eine Bar, so dass uns unerträglicher Lärm bis morgens 3.30 Uhr nicht schlafen ließ (es war die Nacht vom Donnestag zum Freitag, also nicht einmal Wochende).	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
2152	Das Problem war im Hotel bekannt, kann aber wohl nicht gelöst werden.	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2153	Wie immer in der Suite Porta Pretoria geschlafen, sehr geräumig und pittoresk in den alten Mauern.	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2154	Großes angenehmes Badezimmer - und sehr angenehm: wirklich flotter Zimmerservice, obwohl diese Suite in der allerletzten Ecke des Hotels liegt.	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
2155	Das große Himmelbett ließ einen wie in Abrahams Schoß schlafen und das Frühstück spielte wie üblich alle Stückeln.	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
2156	Früher gingen wir immer ins Goliath (gehört dazu) - aber dort ist es doch wesentlich lauter, wenn man selbst im vierten Stock noch ein Fenster aufmacht - im Bischofshof ist´s wesenlich ruhiger.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2157	Das Hotel liegt direkt am Regensburger Dom, mitten im Zentrum.	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
