id,second_annotator_comment,annotation,aspect_available_without_judgement,text
b8284d42-cfc7-4a93-a05a-e20532cc20b1,,"('SERVICE', 'NEGATIVE', 'Personal')
",,Für das Personal 2 von 5 Sternen- das war eine extreme Enttäuschung !
25b87a53-0b5b-44ac-8a5f-d92192b112f3,,"('FOOD', 'POSITIVE', 'Hühnerbouillon mit Eierstich')
",,"Geniale, hausgemachte Hühnerbouillon mit Eierstich, wirklich gut."
94998879-7d97-4b87-ab84-30abd418cb17,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Location')
",,Die perfekte Location für ein Date.
db64c66e-2653-422e-8403-4d133228ede5,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,")- Kapern mit Stielen und Stängeln dran- sowie eine üppige Menge purer Majonäse ( ohne jeglichen Thunfischgeschmack )Das ist kein Vitello Tonnato !Vielleicht schaut man mal ins Kochbuch und liest sich das Rezept für dieses klassische Gericht durch .....Als wir den Kellner drauf ansprachen sagte er uns, dass er unseren Ärger verstehen könnte, aber leider käme das immer so aus der Küche.Wir werden dort sicher nicht mehr Essen gehen und wenn wir könnten würden wir hier -5 Sterne vergeben !"
09ad2e3a-e8b2-4887-a98c-d05fcaf05dab,,"('FOOD', 'NEUTRAL', 'NULL')
",,Geschmacklich war es okay.
a86d956f-24f9-4812-acf7-99c30ec36e16,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
",,Aber eben nichts besonderes.
f61e018d-5e20-4dbd-8e4d-b23557f504e7,,"('SERVICE', 'POSITIVE', 'Bedienung')
",,Unsere Bedienung an dem Abend war super und fix.
5c4a844d-a06c-4bc9-b67d-7d49eb2233dd,,"('SERVICE', 'POSITIVE', 'Kellner')
",,Unser Kellner hat uns den ganzen Abend über nett und unaufdringlich bedient.
b95e7ad9-a900-45ca-87c5-318386e0dfe8,,"('SERVICE', 'NEGATIVE', 'Service')
",,"Langsamer Service, Bestellungen falsch aufgenommen."
e3b7a6c2-5ef0-4602-976c-04ed6fcb4de8,,,✅,"Da wir aber wie oben beschrieben Kinder dabei hatten, wollten wir möglichst schnell Essen."
5edda2a9-1db1-4390-947a-850e57e36828,,,,"Nach langer Zeit mit ausländischen Freunden in der Pflicht mal wieder hier, denen g""follts."
f7226486-b40f-4431-abe0-eeedbe8e4a34,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Ich bin gerne hier.. ein großer Minus Punkt ist, dass die die Tische nicht abgeräumt werden."
71f9a6f3-26ec-465c-a946-7ce378341258,,"('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,"Wir haben uns sehr wohl gefühlt , tolle Atmosphäre !"
ca0ad004-0dfe-4059-9102-556467767872,,"('PRICE', 'NEGATIVE', 'NULL')
",,Mit der Reservierung des Tisches ( 4 Personen -( satte 120 €) - mit diesen 4 Burgern und 4 kleinen Getränken haben wir schließlich 245 € gezahlt !
36c21aad-d994-4855-9349-664e036592ad,,"('FOOD', 'NEGATIVE', 'NULL')
",,"Das war aber kein naturtrüb, das war gammeltrüb."
4af030b1-dd0d-4af7-b0f8-c74ad807cbf8,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Die Bedienungen waren etwas träge, allerdings war das Lokal sehr voll.Wir waren froh das es zu später Stunden noch mit dem späten Abendessen klappte...Insgesamt war der Besuch nett."
91a7ec6e-203a-4d21-9118-6934d083d475,,"('FOOD', 'POSITIVE', 'Carpaccio')
('FOOD', 'NEGATIVE', 'Steak')
",,"Carpaccio ein Traum 😍 Leider war bei einem Steak der Gargrad falsch, darf eigentlich nicht passieren in so einem Haus."
d9d48e58-75ed-4bfb-8cbc-33152cc2191b,,"('FOOD', 'POSITIVE', 'Vorspeise')
('FOOD', 'POSITIVE', 'Fleisch- und als Fischvariante')
('AMBIENCE', 'POSITIVE', 'Ambiente')
('SERVICE', 'POSITIVE', 'Personal')
",,"Alles perfekt, eindeutig griechisch lecker, ok., der Reihe nach, im Detail:die sehr gute Vorspeise weckt den Appetit auf das Hauptgericht, das sowohl als Fleisch- und als Fischvariante absolut Klasse war, Ambiente angenehme Schlichtheit und das Personal in seiner waschechten, gastfreundlichen, griechischen Art einfach super!!"
d4becb12-053c-4e0f-91c1-7e497f634287,,"('PRICE', 'NEGATIVE', 'NULL')
",,"Den benötigten wir natürlich nicht und haben somit 4,00 € zu viel gezahlt."
0a5b3fb3-8a8e-45bc-9acc-3a069eeebedb,,"('SERVICE', 'POSITIVE', 'Kellnerin')
",,Zum Schluss hat eine nette Kellnerin aus einem anderen Saal unsere Bestellung aufgenommen.
a4c09a9f-3109-4a9e-bbed-071ab71f9f8c,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Der allgemeine Preiswucher geht weiter.Auf dem Tisch stand ein Glas mit Ketchup- und Senftütchen und kochte in der Sonne vor sich hin.
e58d50ba-cf7b-4178-af3d-71c9bc41be46,,,✅,Bedient wurden wir von Susanna :)
f58be3d1-8ac5-4c63-88e0-557387892979,,"('SERVICE', 'POSITIVE', 'NULL')
",,Wurden direkt freundlich empfangen.
f316a588-57de-4d7e-a9ef-e7236788d661,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Es saßen schon Leute dort, doch uns wurde in leider unfreundlichem Ton erklärt, dass wir nicht innen sitzen dürfen, wegen Service."
500f5078-4482-4fd9-8987-d4ab9d0c97e5,,"('FOOD', 'NEGATIVE', 'NULL')
",,Und ich rate auch anderen Mitmenschen von einem Besuch ab wegen der so nicht hinzunehmenden Essensqualität.
0b791312-731f-4a54-bd65-8deb7144c578,,"('AMBIENCE', 'NEGATIVE', 'Tischdecke')
",,Tischdecke teilweise befleckt dreckig von den vorherigen Gäste.
9a61fab1-5142-41de-861a-1fefa3e4bb1d,,,✅,Ein Spielmann sorgt mit seinem Akkordeon für die musikalische Umrandung.
e8189dd8-0d30-445b-8eb6-e2a95b72b0bf,,,✅,An Zutaten wird nicht gespart!
a89569c1-8d69-4f89-af5d-df968d97c2ea,,,✅,"Der Preis für einen Turm-Burger war im Internet kurz vorher mit 16,50 € angegeben - dann auf der Karte stand: 22 €."
b1cbd234-3f19-4f43-8faf-b7cfe56ba2dd,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Nix gelernt, keine Lust, freudlos.Atmosphäre?"
95ba6284-e570-4fc0-8afc-0a40fdb35747,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"!Der Nachtich.. hm.. einer von uns vier hat ihn gegessen.Zu später Stunde ließ der Chef fragen, ob er sich im Restaurant eine Zigarette anstecken dürfe.Weil wir keine mitrauchen durften, hatten wir was dagegen - Hat ihn nicht interessiert 😕"
5efc55b8-7381-4bb8-b54e-6454caf40338,,"('FOOD', 'POSITIVE', 'Essen')
('FOOD', 'NEGATIVE', 'LOC')
",,"Essen war wie immer top, jedoch bei den LOC habe ich den Ziegenkäsegeschmack des Ziegenkäses vermisst."
05e89bf3-17be-44c2-b763-9cffbcdf36ca,,"('FOOD', 'POSITIVE', 'Essen')
('AMBIENCE', 'POSITIVE', 'Ambiente')
('SERVICE', 'POSITIVE', 'Personal')
",,"Seeehr leckeres Essen, tolles Ambiente und Personal."
5c862275-4a8b-484e-a7f5-35db8ceafce0,,,✅,Zuerst habe ich eine Bouillabaisse Suppe bestellt.
58b8b8b0-4688-48b6-b457-145e4c7ab198,,,,Fastfood auf LOC.
38a57607-5a9e-4068-8674-63436c524806,,"('AMBIENCE', 'POSITIVE', 'Lage')
('AMBIENCE', 'POSITIVE', 'Ambiente')
('SERVICE', 'POSITIVE', 'Service')
",,"Positiv zu vermerken ist die einzigartige Lage, das traditionelle Ambiente und der freundliche Service."
3447f621-2fe2-408b-ad0f-ef16351a3712,,,✅,Wir entschieden uns für das Wellness-Tempel-Frühstück tauschten den Tee aber problemlos gegen Kaffee und nahmen noch ein Croissant dazu.
33629500-553c-4bf9-bf80-6f35d360a6d9,,,✅,Ich bin auf Glutenfreies essen angewiesen auch dies war kein Problem.
12cfb41a-19a5-46cb-9e12-b68c03abaa03,,"('SERVICE', 'NEGATIVE', 'NULL')
",,Man bekommt nicht mal das Essen was bestellt wurde.
866350b0-ec8c-43fc-9b42-75399ad210f7,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Nach 2 Stunden fragten wir, wo der Hauptgang bleibt."
9a199eea-4b22-4120-81c7-c0d9ce57f925,,"('FOOD', 'NEUTRAL', 'Wurst')
",,"Wurst ist ok, aber nicht das non plus ultra."
b10c9257-5079-4e6f-b645-bcb3cad73113,,,,Gruß PERSONchröder
9006eef8-31af-46b7-9391-28cc0fe98dc5,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Kann einen Besuch nur wärmstens empfehlen!Werden definitiv sehr bald wieder mal vorbeischauen.
2e130949-f2f4-4f48-a98f-53b3e6df4a90,,,✅,Vielleicht haben wir auch einfach nur das falsche bestellt ;)
b24fdfbe-b2e9-431e-90a4-8d619a5a146a,,,,In LOC gibt's besseres.
bcb9fc5f-558d-46d5-9fd1-cfaa2dbec869,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Na ja, wenn gegrillte Fisch und Pommes typisch für LOC sind, dann ja, aber wer etwas mehr erwartet ist hier nicht richtig aufgehoben.Das Restaurant ist zunächst mal picke packe voll und das um 21:00 h, im Grunde spricht das ja für große Nachfrage, oder günstige Preise."
b3c0a500-48c8-49d2-a863-d2c72c9d0815,,,✅,Am heiligen Vormittag zum traditionellen Weisswurstfrühstück!
b6440124-f3cf-41fc-b13d-6fec9e546257,,"('FOOD', 'POSITIVE', 'Essen')
('AMBIENCE', 'POSITIVE', 'Ambiente')
('AMBIENCE', 'POSITIVE', 'Kerzenständer')
('SERVICE', 'POSITIVE', 'Service')
",,"Super leckeres Essen, schönes Ambiente in zentraler Lage, tolle getöpferte Kerzenständer und ein sehr freundlicher Service."
87ed4405-ccd5-4107-acbc-00b989edf709,,,,Nach Reklamation mehrere Besuche (1.
291c1296-2e05-4982-bf18-40a29d9a5d25,,"('FOOD', 'NEGATIVE', 'Kruste')
('FOOD', 'NEGATIVE', 'Leberkäs')
",,"Am 6.4. im LOC lasch, Kruste völlig weich; Leberkäs lauwarm und ebenfalls ohne knusprigen Rand - schade, eigentlich kenne ich das dort ganz anders!"
549459d7-9a35-4f1a-8912-947c276007fc,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'LOC')
",,LOC hat im laufe der Zeit nachgelassen.
54b8c14c-e87d-403a-b39e-2444010ba5d1,,,✅,Die Kanzlei ist ein Klassiker im Ländle.
bf1690e8-63c9-408a-a520-03a9c45db45d,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Top Essen, Top Personal und einzigartige historische Location.Fünf Sterne, ach was… gleich sieben Sterne⭐️⭐️⭐️⭐️⭐️⭐️⭐️"
5f7448f7-35e6-4ea1-a84f-cef9629be341,,"('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')
",,Nie wieder.
e3aa44e8-53f3-4f98-8ca6-b3f723e9124c,,,,"Wir waren jetzt 2 mal dort, einmal geschäftlich und einmal mit Freunden im Rahmen einer Kohlfahrt."
7b1f0115-0687-4849-adf1-d325c32fb83e,,"('PRICE', 'NEGATIVE', 'NULL')
('FOOD', 'POSITIVE', 'Essen')
",,"Für das Essen 5 von 5 Sternen- war lecker und reichlich, Preislich etwas angehoben."
b7650857-43b0-4ab7-9d63-feac95278396,,"('AMBIENCE', 'POSITIVE', 'Toiletten')
",,Toiletten über Treppe oder Aufzug erreichbar und sauber.
56fca9c7-2b6d-438b-83c4-b547b17ce543,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
('FOOD', 'POSITIVE', 'Fleisch')
",,"Richtig lecker und zartes Fleisch, wir kommen auf jeden Fall wieder!"
fca4dd67-73da-42d8-aba9-91e70fab9e33,,"('FOOD', 'NEGATIVE', 'Braten')
",,"Nach zehn Minuten, als wir noch den zähen Braten versuchten runterzubekommen wurde die Außenbeleuchtung der LOC entfernt und die Schirme zusammengeklappt, da es etwas windig war und möglicher weiße ein Gewitter aufzog."
a8c92862-0ae8-4d80-8455-a7877e2e7da6,,,,"So denkt doch jeder der Touristen, ""da muss ich hin, das muss gut sein""."
24b21c06-f8db-44f1-be80-2ded9bea3b33,,,✅,Bei einer Rechnung von fast 800€.
5b8ae05f-5826-4342-8678-4f81be5f9674,,"('SERVICE', 'POSITIVE', 'Bedienung')
('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Sehr nette Bedienung und schickes Ambiente.
077d11c8-22a5-4871-a362-1a53f4eb7f93,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Ein unvergesslicher Abend meines Geburtstags im wohl schickstem Restaurant LOC.Wir haben schon sehr oft auf hohem Niveau gespeist und getrunken…was hier allerdings das ganze noch toppt ist die perfekte Kombination aus Zutaten und Wein, nicht nur zufällig gewählt, da gab es ganz viele Gedanken dazu."
6fd2d35c-a533-416e-8d8a-2f3f1d902231,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Leider ist das die schlechteste Bolognese die ich jemals gegessen habe (Skihütten inbegriffen) Nudeln mehr als aldente, Sauce Katastrophe.Niemals mehr RESTAURANT_NAME."
46f338d0-780e-43d3-b855-5b534cb48624,,,,Bisher waren wir auch immer begeistert.
3a0c4761-fd68-4052-b742-da734c9e3f37,,"('PRICE', 'NEGATIVE', 'NULL')
('FOOD', 'NEGATIVE', 'Kuchen')
",,"Aber ein Stück Kuchen anzubieten, was oben schief ist und wo der innerste Teil noch fehlt und dann noch 5,50 Euro zu kassieren, ist schon sehr nah am LOC."
40ede157-d4e6-440a-bfbe-7835541cf41e,,,,Auch ohne Reservierung erhielten wir noch einen Tisch zu zweit.
7361c665-43fa-4de2-ad9e-7e40ec65bf80,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Wir haben hier unseren Jahrestag verbracht und es war einfach ein wundervoller Abend.
346c5cc4-e10a-46c4-97d2-cdb197e8be3b,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Nachdem ich versichert habe, nur ein paar Würstchen zu essen, (was sonst im RESTAURANT_NAME) durfte ich Platz nehmen.Was in den nächsten 10 Minuten passierte, war gekonntes Ignorieren des Gastes."
86a30126-5300-45d3-af27-8f2a50e08d4d,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Allerdings stimmt, aus unserer Sicht, das Preis-Leistungsverhältnis am Ende nicht so ganz, da sich die aufgerufenen Preise doch schon am eher oberen Ende eines, sagen wir mal, mittleren bis gehobeneren Preisniveaus befinden, die Speisen diesem Anspruch aber nicht ganz gerecht werden.Dafür fehlt insgesamt geschmacklich etwas der ""Pfiff"", auch weil wir beim Blick in die Speisekarte (bspw.)"
90b95846-5ead-4554-843b-fba3ad501ea5,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
",,Grundsätzlich ok.
ccd8c7e5-3290-4ab9-8312-0157992392b2,,,✅,Wir waren für ein paar Kölsch (Fass) und einem Mittagssnack mit Freunden hier.
31f439a0-90f6-41bc-a3d4-abee0101904e,,"('SERVICE', 'POSITIVE', 'Dario Bario')
",,"Das beste aber war der Kellner Dario Bario, er war sehr freundlich und hat sich um uns gekümmert wie es sonst noch kein Kellner gemacht hat!"
e14d6f62-a3ec-4bf8-95cd-7f8a5d79e0a8,,"('PRICE', 'NEGATIVE', 'NULL')
",,Man fühlt sich völlig abgezockt.
55dd287b-59fd-4209-97de-78d55c803efb,,,✅,Waren dort mit 6 Personen nachmittags zum Essen.
940cae86-0c8e-4373-8406-c7fb8f47033a,,,,Die Frequenz bei den Toiletten ist entsprechend.
51754e4b-a5f0-4417-9213-b6c565077dc7,,"('SERVICE', 'POSITIVE', 'Service')
('AMBIENCE', 'POSITIVE', 'Ambiente')
('FOOD', 'POSITIVE', 'Essen')
",,"Super Service, schönes Ambiente und sehr gutes Essen."
5b13963a-9836-4e46-9b80-8a21757575fc,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Der obere hat nicht so viel Flair.Wir hatten das helle eigene Hausbier, ein Pils, das auch sehr gut 👍 war."
18c4bfd5-a6e1-44b5-bf83-36bd0fbf9287,,"('SERVICE', 'POSITIVE', 'NULL')
('FOOD', 'POSITIVE', 'Portionen')
",✅,"Wir kennen dieses Restaurant seit Jahren und wurden dort immer sehr höflich und schnell bedient, die Portionen waren reichlich und schmackhaft."
3f26965d-e82c-4d8d-954e-93b0d49cfcb0,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Das Bier ist ja schon immer über jeden Zweifel erhaben und sehr gut, aber leider war des Essen für ein Augustiner Wirtshaus unwürdig.Wir hatten den Schweinsbraten, der sich als wenig resches, weiches geschmackloses Fleisch dargestellt hat mit einer sehr wässrigenund ebenfalls geschmacklosen Sauce."
992ce47e-60b1-48b5-aafb-0d6dfdb04ba8,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Die Pizza für 14,90€ für mich unverständlich, das war keine gute Pizza, das bekommt man bei einer Pizzeria ums Eck für den halben Preis.Als wir dann mit dem Essen fertig waren, waren die Tische noch besetzt, da hätten wir uns nicht so beeilen müssen..."
113a7ba2-0f02-4a5e-ad55-90f05882a05c,,"('SERVICE', 'POSITIVE', 'Bedienung')
('FOOD', 'POSITIVE', 'Essen')
",,trotz vielen Gästen eine tolle Bedienung mit wunderbarem Essen.
45c9a480-c1a5-4259-9d6c-419b760fb0c1,,"('AMBIENCE', 'POSITIVE', 'NULL')
",,Nicht überfüllt mittags.
79a3596b-abb0-410e-8548-c8c105a6bdca,,"('FOOD', 'NEGATIVE', 'Hauptgerichte')
",,Wir haben zweit Hauptgerichte zurück gehen lassen.
803727b8-3fbf-44fe-a577-6783c2013b65,,"('FOOD', 'NEGATIVE', 'Schnitzel')
",,Das schlechteste Schnitzel seit langem.
776dff8f-df19-4740-bc14-e2b885707be4,,"('PRICE', 'NEGATIVE', 'NULL')
('FOOD', 'POSITIVE', 'Essen')
",,"Dann kam das Essen, das war wirklich gut, wenn auch VIEL ZU TEUER!"
5feb70cb-8293-46ff-9d4f-4c25aa5c2c30,,"('AMBIENCE', 'NEGATIVE', 'NULL')
",,"Da es vermutlich wegen der Buchmesse viel zu laut war, konnte keine vernünftige Unterhaltung stattfinden."
7495e8f1-1cf1-45d6-846b-c62dfb5d2927,,"('FOOD', 'POSITIVE', 'Fleisch')
",,Haben uns gegrilltes Fleisch geholt und es war perfekt.
34ce3672-de55-4e19-bf94-4a47297cb2f0,,"('SERVICE', 'NEGATIVE', 'NULL')
",✅,Küchlein kamen etwas verspätet.
a3f876b6-5783-4ea9-b116-36d8dd8012a5,,"('GENERAL-IMPRESSION', 'NEUTRAL', 'NULL')
",,"Aufgrund der Bewertung haben wir es hier probiert: Allerdings nichts besonderes, wirkt wie Großküchen- Essen."
e053f58d-969a-4318-a91b-d02cca2d89d0,,"('PRICE', 'NEGATIVE', 'Pils')
('PRICE', 'NEGATIVE', 'Grappa')
",,"Das Preisniveau der Hauptspeisen bewegt sich zumeist bei über 30 Euro, Und ein Pils muss ebensowenig 8 Euro kosten wie ein Grappa 10,00!"
f1053ea2-dc5c-4b73-ba4e-d3f3551746c0,,,,Ich war gegen 17:30 Uhr in dem Kaffeehaus.
0058e316-8930-445d-a5b8-db00e7590b0e,,"('FOOD', 'POSITIVE', 'Essen')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,Sehr leckeres Essen und lockere Atmosphäre.
4bcfd75b-24c1-4c73-a0b1-82fdc29a33d7,,"('SERVICE', 'NEGATIVE', 'Kellner')
('FOOD', 'NEGATIVE', 'Essen')
",,"Das begann mit einem Kellner, der es nicht schaffte, eine exakte Bestellung des Mittagsmenüs aufzunehmen, das Essen unvollständig lieferte und dies angeblich nicht mehr ändern konnte, und das Fiasko setzte sich fort beim Essen."
cfe80792-8830-4660-b080-e56476651a70,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Auf die Heißgetränke haben wir fast 20 Minuten gewartet, trotz 2 maligen nachfragen, dann hieß es, als sie endlich kamen, die Maschine hätte einen Stromausfall gehabt ( für den Tisch gegenüber hat sie anscheinend funktioniert) bei Begleichung der Rechnung wurde dann noch extra nachgefragt, ob wir noch Trinkgeld für Service /Küche geben möchten..."
afda2c42-3d8d-470f-a0cd-ef3aea418f5a,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Das Hähnchen war sehr gut, nicht trocken und auch der Reis und das Ragout waren sehr gut.Leider konnte man das bei den Spargeln nicht sagen."
bec7bac2-be57-45c6-9e7e-eaa7182cc235,,"('FOOD', 'NEGATIVE', 'Biere')
",,Waren dort um den Abend ausklingen zu lassen - habe beide Biere getrunken und muss sagen habe schon besseres getrunken.
133c5ba6-96a0-459d-b460-87c92672b089,,,✅,Viel Gemüse dabei in der Karte.
805d5867-170d-4ff9-8c43-7d4390744c6f,,"('SERVICE', 'NEGATIVE', 'NULL')
",,Auch die Scherben wurden nicht alle entfernt.
4b014b6d-69d4-414d-950e-ad1c03584f6b,,"('SERVICE', 'NEGATIVE', 'NULL')
",,"Also versuchten wir zu bezahlen, was auch nicht sehr einfach war, weil ca."
b54116d1-fdc8-47e8-a63e-50d34d20f8ee,,,✅,Kartenuahlung erst an 10€ und sofort zu bezahlen.
d153a221-9649-4609-a7ea-36b6319274d0,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Hat uns gefallen und ist weiterzuempfehlen!
aeeff00f-1ac2-4639-955d-9f10fda91cf7,,"('FOOD', 'POSITIVE', 'Bier')
",,"Auch, dass es spanisches Bier gab war ein absoluter Pluspunkt."
f0e40148-6b8f-4cc4-b862-8b10425b29ff,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,Auch die legendären Karnevalsfeiern sind mir in guter Erinnerung.Aufgrund von Corona war ich jetzt nach 3 Jahren das erste Mal wieder dort und bin bitter enttäuscht worden.
84be832d-3fd2-4476-bbe3-2760ca980955,,,,So etwas dürfte heute nicht mehr sein.
18704367-9121-442b-a58a-36ab3c402dc8,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Für ein Dessert war leider keine Zeit mehr, da es mit Bestellvorgang zu spät geworden wäre.Schade, wir hätten gerne eine schönen ausklingenden Abend im „Kleinen Kiepenkerl“ verbracht aber die Inhaber scheinen ihr Konzept auf maximale Tischauslastung gelegt zu haben."
6fef275c-d2c5-4b51-ad20-2667f8185760,,"('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')
",,Ein gelungener Abend
64af84fd-2186-4ae7-9611-c88375b2c6a6,,"('GENERAL-IMPRESSION', 'POSITIVE', 'Tapas Bar')
",,Spezielles Flair macht diese Tapas Bar sehr empfehlenswert.
f9c96379-62b2-46ac-9c6c-ff745084fd80,,,✅,Hier zahlt man nur für die Aussicht.
19e8c255-e2f1-436b-a3b9-4d10b32271c0,,"('SERVICE', 'NEGATIVE', 'NULL')
('FOOD', 'NEGATIVE', 'Gericht')
",,"Meine zuvor angesprochenen Allergien waren wohl nicht weiter von Interesse, entsprechendes Gemüse fand sich trotzdem in meinem Gericht."
53a20c48-1209-456f-bcba-7a576df7b9b9,,,,Nachdem wir vor 2 Jahren schon einmal in LOC waren und uns der LOC damals restlos begeistert hatte wollten wir gerne wieder hier einkehren.
bda8cc7c-905b-437e-9cd4-fced9cabf91f,,,✅,Auf Nachfrage bei der Bedienung eine Scheibe Käse nachgeliefert.
40bbda81-2d31-446f-b48f-b0c4a09a9334,,"('FOOD', 'POSITIVE', 'Essen')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
('SERVICE', 'POSITIVE', 'Service')
",,"Tolles Essen, tolle Atmosphäre und ganz netter und aufmerksamer Service!"
5dcc8490-249a-4197-a5d7-3ebb4170278f,,,✅,"Als wir bezahlen wollten, das gleiche Spiel, ca."
1559793f-ef92-4317-813e-94cae9224fc3,,,✅,Zur happy hour- Zeit lassen sich die Bedienungen seltener sehen um wahrscheinlich nicht das günstigere Bier verkaufen zu müssen.
f6a53477-5add-44dc-b769-9caa8b132572,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Bedienung machte den Eindruck, als würden die Gäste stören.Fazit: Nette Lokation, um auf der Terrasse einen Cocktail zu trinken.Zum LOC würde ich woanders hingehen."
81c751e7-f423-42bd-851f-8798bcd65503,,"('FOOD', 'POSITIVE', 'Essen')
('FOOD', 'NEGATIVE', 'Fleisch')
",,"Das Essen meiner Frau war sehr lecker, mein Fleisch war leider etwas fettig."
9a7949da-7b5e-42bf-82d0-1b039cae0238,,"('SERVICE', 'POSITIVE', 'Personal')
('AMBIENCE', 'POSITIVE', 'Interieur')
",,"Das Personal war entspannt und freundlich und das Interieur genau so, wie wir es erhofft hatten."
2f3ef68e-9d45-41c4-8984-1135cf0699ae,,"('FOOD', 'NEGATIVE', 'Milzwurst')
('FOOD', 'NEGATIVE', 'Panier')
",,Die Milzwurst war hart und die Panier klebte als dünne Schicht am Produkt.
ef530983-cfb0-46de-b8d9-c678e03b5567,,"('SERVICE', 'NEGATIVE', 'NULL')
",✅,Dass Essen kam leider stark verzögert bei uns an Tisch an.
30526068-ebb3-4640-b4a7-6b303620af81,,"('PRICE', 'NEGATIVE', 'Preise')
",,"Die Preise sind unangemessen hoch, da lässt sich wohl der Chef seinen Namen bezahlen."
b884cc5f-4dd9-48f7-9216-1739c2c17bb8,,"('SERVICE', 'POSITIVE', 'Service')
('AMBIENCE', 'POSITIVE', 'Atmosphäre')
",,"Der Service war mega freundlich und es hatte eine familiäre Atmosphäre, obwohl es voll war."
10904fde-69af-4e2e-bf98-681eee306fa6,,"('FOOD', 'POSITIVE', 'Essen')
('AMBIENCE', 'POSITIVE', 'Ambiente')
",,Sehr leckeres Essen in einem gemütlichen Ambiente.
d48475aa-f7c0-4ec3-a2e1-cbeec2f2c6da,,,,"Die Gäste neben uns wurden abgewiesen, da sie, obwohl nur wenig Kundschaft anwesend war, „nur etwas trinken wollten“."
b2b76c9f-1ccc-4648-91c9-e981783dba0a,,,✅,Mein Bierglas war nur zu 3/4 gefüllt.
380985bd-0c94-4e9c-8ec9-bfb12294ae5d,,,,"Was dann vor uns stand war ein trauriges ""Original""."
8b77421e-7049-41b7-b87e-073aadd79d11,,⚠️ Mehr als 1 Satz im Text identifiziert von Annoator A,,"Wir hatten einen Tisch ein bisschen verwinkelt und weg vom Trubel.Unsere Bedienung war sehr schnell, kompetent und freundlich."
02bf02de-a7ca-4c9b-9279-74df1f889000,,,,Überraschend gut.
63462c00-462f-40dc-96b3-d17dbbea7136,,,✅,2 volle Gläser mit Aperitif von einem Azubi über meine Frau geschüttet.
ae9572fb-76a6-4cf2-b63b-b4aef9ed12b1,,"('FOOD', 'POSITIVE', 'LOC')
('FOOD', 'POSITIVE', 'Portion')
",,LOC war gut und die Portion angemessen.
f40c6932-aa5e-4475-a773-7ca912bb04b9,,"('FOOD', 'NEGATIVE', 'Kartoffelsalat')
",,Der angeblich selbst gemachte Kartoffelsalat war relativ trocken und geschmacklich zum Vergessen.
987711f0-7c76-4dc1-a0e5-21cba2358877,,"('AMBIENCE', 'NEGATIVE', 'Stühle')
",,"Stühle etwas unbequem, aber mit Jacke drunter ging auch das."
b475bc73-9d52-4a5d-a341-c6b9de6b1f48,,"('FOOD', 'POSITIVE', 'Gerichte')
('FOOD', 'POSITIVE', 'Portionen')
",,"Alle Gerichte haben total gut geschmeckt, nicht überwürzt und die Portionen genau richtig."
e87d1d38-be86-4c95-bc9f-e49ea1a82c9d,,"('SERVICE', 'NEGATIVE', 'Betreiber')
",,"Als ich beim Rausgehen, dem Betreiber sagte: ""Ich werde nicht bleiben wegen Ihrer Unfreundlichkeit"" schrie er ich würde ""undeutlich"" sprechen."
