"Unnamed: 0","agreement","annotation_id","annotator","created_at","few_shot_condtion","id","label-explicit","label-implicit","lead_time","model","split","text","updated_at"
295,100.0,29571355,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:39:49.840133Z","fixed","c370b219-6319-46c7-9e6a-20765b278a66","","[{""end"":35,""text"":""enttäuschende Erfahrung"",""start"":12,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",6.054,"GPT-3",2,"Es war eine enttäuschende Erfahrung.","2024-01-21T08:39:49.840150Z"
296,100.0,29571364,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:40:16.913455Z","fixed","a98f7827-1f4d-4997-9c7d-7dda8b592125","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]},{""end"":78,""text"":""Ambiente"",""start"":70,""labels"":[""AMBIENCE-POSITIVE""]}]","",26.142,"GPT-3",2,"Das Restaurant hinterließ einen durchschnittlichen Eindruck, aber das Ambiente war sehr angenehm.","2024-01-21T08:40:16.913474Z"
297,100.0,29571387,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:41:00.102567Z","fixed","d12ddd9e-6a10-45e2-8234-d6eee646b045","[{""end"":58,""text"":""Bedienung"",""start"":49,""labels"":[""SERVICE-NEGATIVE""]},{""end"":89,""text"":""Preisen"",""start"":82,""labels"":[""PRICE-NEUTRAL""]}]","[{""end"":29,""text"":""enttäuschender Abend"",""start"":9,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",42.239,"GPT-3",2,"Ein sehr enttäuschender Abend mit unfreundlicher Bedienung und durchschnittlichen Preisen.","2024-01-21T08:41:00.102590Z"
298,100.0,29571390,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:41:13.724180Z","fixed","77568de3-e3a6-4d40-a127-5cc47331552a","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":47,""text"":""Service"",""start"":40,""labels"":[""SERVICE-POSITIVE""]}]","",12.372,"GPT-3",2,"Das Ambiente war enttäuschend, aber der Service war gut.","2024-01-21T08:41:13.724197Z"
299,100.0,29558806,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:58:03.978521Z","fixed","4d184c12-dd35-45cb-985c-9dbe9bd1974b","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",1.817,"GPT-3",2,"Der Service war in Ordnung.","2024-01-20T12:58:03.978538Z"
300,100.0,29571403,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:41:41.937574Z","fixed","f48950a0-2342-4c4c-9b5c-245fa44d0927","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]},{""end"":27,""text"":""Preise"",""start"":21,""labels"":[""PRICE-NEUTRAL""]},{""end"":59,""text"":""Essen"",""start"":54,""labels"":[""FOOD-POSITIVE""]}]","",27.09,"GPT-3",2,"Das Ambiente und die Preise sind in Ordnung, aber das Essen war wirklich gut.","2024-01-21T08:41:41.937593Z"
301,100.0,29559065,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:13:45.777843Z","fixed","c7f51d81-0806-46ce-8e6a-94ee0c0b5e1b","","[{""end"":35,""text"":""aber nichts Besonderes"",""start"":13,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",2.445,"GPT-3",2,"Es war okay, aber nichts Besonderes.","2024-01-20T13:13:45.777861Z"
302,100.0,29558808,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:58:06.633020Z","fixed","4851022c-75e7-4fa1-b133-9a02e80884ec","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",1.9,"GPT-3",2,"Der Service war in Ordnung.","2024-01-20T12:58:06.633037Z"
303,100.0,29571425,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:42:05.121642Z","fixed","634db5cd-2196-42bc-aa21-2273b15eb6ba","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]},{""end"":36,""text"":""Preise"",""start"":30,""labels"":[""PRICE-NEGATIVE""]}]","",22.32,"GPT-3",2,"Der Service war gut, aber die Preise waren zu hoch.","2024-01-21T08:42:05.121660Z"
304,100.0,29559154,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:20:32.271043Z","fixed","fd7c6e8b-d1b6-4a02-b2fb-28c5cc4d759f","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",2.099,"GPT-3",2,"Das Ambiente war enttäuschend.","2024-01-20T13:20:32.271060Z"
305,100.0,29571431,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:42:11.609541Z","fixed","f3b2c1e0-505e-412e-af8b-6b13ad6d063e","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",5.373,"GPT-3",2,"Der Service war freundlich und zuvorkommend.","2024-01-21T08:42:11.609566Z"
306,100.0,29571444,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:42:28.714684Z","fixed","4d0a1c0c-8dfd-4f89-9835-43082ee5e248","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","[{""end"":73,""text"":""der Besuch eher durchschnittlich"",""start"":41,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",16.232,"GPT-3",2,"Die Preise sind fair, aber insgesamt war der Besuch eher durchschnittlich.","2024-01-21T08:42:28.714703Z"
307,100.0,29571450,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:42:35.723296Z","fixed","bdc7220c-001b-4d97-abaa-eaa49397f416","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",5.843,"GPT-3",2,"Das Restaurant hat einen positiven Gesamteindruck.","2024-01-21T08:42:35.723313Z"
308,100.0,29571470,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:43:05.476017Z","fixed","76afb0f1-8da7-413c-b51c-84ac658914f4","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]},{""end"":58,""text"":""Atmosphäre"",""start"":48,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":93,""text"":""Essen"",""start"":88,""labels"":[""FOOD-POSITIVE""]},{""end"":124,""text"":""Nachspeise"",""start"":114,""labels"":[""FOOD-NEGATIVE""]},{""end"":159,""text"":""Ambiente"",""start"":151,""labels"":[""AMBIENCE-NEUTRAL""]}]","",28.733,"GPT-3",2,"Die Preise sind angemessen, aber die allgemeine Atmosphäre war enttäuschend, obwohl das Essen gut war, jedoch die Nachspeise nicht überzeugend und das Ambiente neutral.","2024-01-21T08:43:05.476034Z"
309,100.0,29571473,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:43:11.925539Z","fixed","3ccb8938-2251-4025-b458-676638494721","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",5.587,"GPT-3",2,"Das Restaurant hat uns enttäuscht.","2024-01-21T08:43:11.925559Z"
310,100.0,29558848,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:00:02.298232Z","fixed","e7a9f9cd-e379-4849-82db-b6c7914370ee","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",1.231,"GPT-3",2,"Das Essen war köstlich.","2024-01-20T13:00:02.298252Z"
311,100.0,29558985,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:08:31.119679Z","fixed","109883c2-0294-4b03-966f-327bd5ffb83b","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",2.293,"GPT-3",2,"Das Essen war enttäuschend.","2024-01-20T13:08:31.119704Z"
312,100.0,29571487,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:43:37.435404Z","fixed","ab0be390-4dba-4d6d-a4ec-c9bac627f24c","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-CONFLICT""]}]","",24.604,"GPT-3",2,"Die Preise sind zu hoch und die anderen Preise sind angemessen.","2024-01-21T08:43:37.435423Z"
313,100.0,29559268,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:29:57.250616Z","fixed","c13f441d-8ce9-49da-91b9-f1e79eeff425","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",7.83,"GPT-3",2,"Der Service war sehr langsam und unfreundlich.","2024-01-20T13:29:57.250632Z"
314,100.0,29558869,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:00:59.902436Z","fixed","f46adcbe-a898-4182-b54b-220ce94e1f85","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]","",1.775,"GPT-3",2,"Das Essen war in Ordnung.","2024-01-20T13:00:59.902453Z"
315,100.0,29558910,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:03:04.611071Z","fixed","be7b182b-af7c-446c-b40e-70833ec2e1d2","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",2.884,"GPT-3",2,"Die Preise sind viel zu hoch.","2024-01-20T13:03:04.611088Z"
316,100.0,29571505,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:44:12.752978Z","fixed","2a46f67e-27c6-4637-8ec3-d0a13ef84798","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",34.221,"GPT-3",2,"Das Essen war ausgezeichnet.","2024-01-21T08:44:12.753000Z"
317,100.0,29571523,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:44:44.846047Z","fixed","4966d825-2c3c-4887-84f7-4e4f058edf64","[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",31.199,"GPT-3",2,"Die Bedienung war freundlich, jedoch etwas langsam.","2024-01-21T08:44:44.846071Z"
318,100.0,29571526,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:44:51.844870Z","fixed","3c47f3a4-1e29-4712-a48b-354d2e57f723","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",6.036,"GPT-3",2,"Das Essen war enttäuschend und nicht besonders schmackhaft.","2024-01-21T08:44:51.844888Z"
319,100.0,29571530,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:44:59.704085Z","fixed","78df3ec7-5c13-41cc-af16-0a1993b54631","[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",6.725,"GPT-3",2,"Das Personal war sehr unfreundlich und unprofessionell.","2024-01-21T08:44:59.704101Z"
320,100.0,29558772,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:56:07.297331Z","fixed","93902d82-fc19-4884-b772-9118bc59e1fa","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",1.764,"GPT-3",2,"Die Preise sind angemessen.","2024-01-20T12:56:07.297348Z"
321,100.0,29571536,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:45:07.576867Z","fixed","9c25d8ad-6251-4da1-8f80-444a723d0799","","[{""end"":31,""text"":""enttäuschender Abend"",""start"":11,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",6.83,"GPT-3",2,"Es war ein enttäuschender Abend.","2024-01-21T08:45:07.576886Z"
322,100.0,29571544,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:45:17.647360Z","fixed","9653bcda-8531-4b70-89fc-d2be1cc59bfb","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]},{""end"":40,""text"":""Essen"",""start"":35,""labels"":[""FOOD-POSITIVE""]}]","",8.951,"GPT-3",2,"Der Service war schlecht, aber das Essen war gut.","2024-01-21T08:45:17.647378Z"
323,100.0,29571548,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:45:29.206511Z","fixed","085f2203-8eee-4731-944b-fa22ae3e8b82","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",10.741,"GPT-3",2,"Das Ambiente ist durchschnittlich.","2024-01-21T08:45:29.206528Z"
324,100.0,29558773,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:56:09.376311Z","fixed","21f21a28-0f71-4f5f-b5af-633ccab148f6","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",1.347,"GPT-3",2,"Die Preise sind angemessen.","2024-01-20T12:56:09.376327Z"
325,100.0,29571552,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:45:35.884265Z","fixed","8331ff2f-bb5c-4c2e-92dc-57f196ebd13d","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",5.658,"GPT-3",2,"Der Service war sehr gut.","2024-01-21T08:45:35.884284Z"
326,100.0,29571555,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:45:42.728372Z","fixed","bbd87474-00e7-4f5b-bc06-4027dc299f29","[{""end"":30,""text"":""Restaurant"",""start"":20,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",5.724,"GPT-3",2,"Ein wirklich tolles Restaurant!","2024-01-21T08:45:42.728401Z"
327,100.0,29558883,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:01:52.150667Z","fixed","ff1489dc-93df-470e-b68b-74e485f9efba","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",2.629,"GPT-3",2,"Der Service war sehr aufmerksam und freundlich.","2024-01-20T13:01:52.150688Z"
328,100.0,29571558,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:46:00.042568Z","fixed","89fde71e-a788-493c-85d6-601fc3cc6497","[{""end"":37,""text"":""Atmosphäre"",""start"":27,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":56,""text"":""Essen"",""start"":51,""labels"":[""FOOD-POSITIVE""]}]","[{""end"":16,""text"":""toller Abend"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",16.167,"GPT-3",2,"Ein toller Abend mit super Atmosphäre und leckerem Essen.","2024-01-21T08:46:00.042582Z"
329,100.0,29558774,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:56:11.730444Z","fixed","5594b68e-e843-4a67-b653-bdf59fb05099","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",1.605,"GPT-3",2,"Die Preise sind angemessen.","2024-01-20T12:56:11.730466Z"
330,100.0,29559155,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:20:34.934278Z","fixed","e34a4300-d53c-4a45-a9a1-579d52fdbac1","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]","",1.834,"GPT-3",2,"Das Ambiente war enttäuschend.","2024-01-20T13:20:34.934293Z"
331,100.0,29559101,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:16:15.455760Z","fixed","253705e0-3b1a-424c-9eae-c3206ec6f7d4","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]},{""end"":45,""text"":""Preise"",""start"":39,""labels"":[""PRICE-POSITIVE""]}]","",8.513,"GPT-3",2,"Der Service war enttäuschend, aber die Preise waren angemessen.","2024-01-20T13:16:15.455778Z"
332,100.0,29571560,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:46:09.533244Z","fixed","7f76d719-2128-4730-b6a0-50ef745833c4","","[{""end"":25,""text"":""enttäuschende"",""start"":12,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",8.401,"GPT-3",2,"Es war eine enttäuschende Erfahrung.","2024-01-21T08:46:09.533272Z"
333,100.0,29571572,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:46:31.730873Z","fixed","414d5f26-9ac7-4a3d-ae99-9a23d3177043","[{""end"":49,""text"":""Restaurant"",""start"":39,""labels"":[""GENERAL-IMPRESSION-NEUTRAL""]}]","",21.054,"GPT-3",2,"Es war ein durchschnittlicher Abend im Restaurant.","2024-01-21T08:46:31.730891Z"
334,100.0,29571585,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:46:48.819838Z","fixed","76d03864-0ba0-460c-b458-25d89feca6eb","[{""end"":49,""text"":""Service"",""start"":42,""labels"":[""SERVICE-NEUTRAL""]}]","[{""end"":9,""text"":""Abend"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE-no-phrase""]}]",16.233,"GPT-3",2,"Der Abend war leider enttäuschend und der Service war okay.","2024-01-21T08:46:48.819856Z"
335,100.0,29558775,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:56:14.490114Z","fixed","6f196878-f9d9-4cb5-b58b-869a9ba939ad","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",1.999,"GPT-3",2,"Die Preise sind angemessen.","2024-01-20T12:56:14.490135Z"
336,100.0,29559228,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:24:48.696952Z","fixed","5e9512cf-0d0a-4a12-98af-40bd72a2f227","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",3.023,"GPT-3",2,"Der Service war sehr unfreundlich.","2024-01-20T13:24:48.696976Z"
337,100.0,29558912,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:03:09.399076Z","fixed","5ad9281e-d03d-4f27-884d-acdf0c0f5555","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",3.976,"GPT-3",2,"Die Preise sind viel zu hoch.","2024-01-20T13:03:09.399096Z"
338,100.0,29559036,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:11:42.325910Z","fixed","9f0cfca1-02ca-4abc-b838-7b7a05b3358f","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",3.631,"GPT-3",2,"Das Ambiente ist sehr angenehm.","2024-01-20T13:11:42.325933Z"
339,100.0,29558809,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:58:08.970407Z","fixed","90e548b3-761c-4fea-804f-a2d0c88ca53b","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEUTRAL""]}]","",1.572,"GPT-3",2,"Der Service war in Ordnung.","2024-01-20T12:58:08.970423Z"
340,100.0,29558885,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:01:55.264842Z","fixed","512b19ac-9e8b-4072-a6c4-7dbd62af6d57","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","",2.276,"GPT-3",2,"Der Service war sehr aufmerksam und freundlich.","2024-01-20T13:01:55.264860Z"
341,100.0,29559103,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:16:23.579546Z","fixed","479803cf-2988-4e6f-9290-7b209e1b8926","[{""end"":34,""text"":""Restaurants"",""start"":23,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]},{""end"":68,""text"":""Preise"",""start"":62,""labels"":[""PRICE-POSITIVE""]}]","",7.379,"GPT-3",2,"Der Gesamteindruck des Restaurants war enttäuschend, aber die Preise waren angemessen.","2024-01-20T13:16:23.579563Z"
342,100.0,29558960,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:06:42.605996Z","fixed","ad356779-e9a3-47be-886c-0bcf0cffc545","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]","",2.373,"GPT-3",2,"Der Service war sehr unfreundlich und langsam.","2024-01-20T13:06:42.606010Z"
343,100.0,29559108,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:16:44.751985Z","fixed","bd9f747a-217c-453b-bd1a-52a93ab2746f","[{""end"":55,""text"":""Essen"",""start"":50,""labels"":[""FOOD-NEUTRAL""]},{""end"":81,""text"":""Preise"",""start"":75,""labels"":[""PRICE-POSITIVE""]}]","[{""end"":44,""text"":""war eher durchschnittlich"",""start"":19,""labels"":[""GENERAL-IMPRESSION-NEUTRAL-no-phrase""]}]",20.213,"GPT-3",2,"Der Gesamteindruck war eher durchschnittlich, das Essen war okay, aber die Preise waren angemessen.","2024-01-20T13:16:44.752004Z"
344,100.0,29571598,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:47:21.455085Z","fixed","4a3c649b-cc8c-4592-9137-fdf29f0d3a6f","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":36,""text"":""Preis"",""start"":31,""labels"":[""PRICE-POSITIVE""]}]","",31.753,"GPT-3",2,"Das Essen war sehr gut und der Preis angemessen.","2024-01-21T08:47:21.455106Z"
345,100.0,29558986,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:08:33.547848Z","fixed","3401e8f3-fe51-42b1-8245-bc88752d27e5","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]","",1.586,"GPT-3",2,"Das Essen war enttäuschend.","2024-01-20T13:08:33.547868Z"
346,100.0,29558914,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:03:13.059456Z","fixed","447fb3a8-63df-4fc5-9be9-a62cc1706ee2","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",2.862,"GPT-3",2,"Die Preise sind viel zu hoch.","2024-01-20T13:03:13.059475Z"
347,100.0,29571618,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:47:46.695250Z","fixed","cfc769f2-2f08-46d2-9e3d-3c68e070c1df","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-NEGATIVE""]}]","",24.3,"GPT-3",2,"Das Restaurant hat uns enttäuscht.","2024-01-21T08:47:46.695270Z"
348,100.0,29571626,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:48:02.242265Z","fixed","734ee5b0-9bed-4bfa-a827-727254d17e2e","[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]","",14.669,"GPT-3",2,"Das Ambiente ist durchschnittlich.","2024-01-21T08:48:02.242282Z"
349,100.0,29558778,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:56:17.707023Z","fixed","5b23f092-a4c3-4c03-8b57-13b219eae5c4","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",2.457,"GPT-3",2,"Die Preise sind angemessen.","2024-01-20T12:56:17.707039Z"
350,100.0,29558849,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:00:04.518753Z","fixed","7adbe0d7-bab0-469f-9092-9ca25b574e4b","[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]","",1.326,"GPT-3",2,"Das Essen war köstlich.","2024-01-20T13:00:04.518775Z"
351,100.0,29571637,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:48:22.214141Z","fixed","e51d9073-784e-4eae-b130-1821e56f3f09","[{""end"":32,""text"":""Essen"",""start"":27,""labels"":[""FOOD-POSITIVE""]},{""end"":57,""text"":""Service"",""start"":50,""labels"":[""SERVICE-POSITIVE""]}]","[{""end"":16,""text"":""toller Abend"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",19.123,"GPT-3",2,"Ein toller Abend mit gutem Essen und freundlichem Service.","2024-01-21T08:48:22.214158Z"
352,100.0,29571646,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:48:45.997395Z","fixed","13eca440-72a8-499f-a054-d7d1f99e0cbc","[{""end"":14,""text"":""Restaurant"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]","",22.95,"GPT-3",2,"Das Restaurant hat einen positiven Gesamteindruck.","2024-01-21T08:48:45.997415Z"
353,100.0,29571652,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:48:53.753928Z","fixed","ea575bb9-af93-4dcc-8476-ebdc0e6fbe90","[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]","",6.411,"GPT-3",2,"Die Atmosphäre im Restaurant ist sehr angenehm.","2024-01-21T08:48:53.753945Z"
354,100.0,29571661,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:49:23.306993Z","fixed","4f7ba5ca-1a75-4d7d-a21d-d0a615f1e292","","[{""end"":26,""text"":""waren rundum zufrieden"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",28.609,"GPT-3",2,"Wir waren rundum zufrieden.","2024-01-21T08:49:23.307013Z"
355,100.0,29571668,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:49:36.533987Z","fixed","e308771e-c3ee-4b08-b089-6a47d078be51","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]","",11.921,"GPT-3",2,"Die Preise sind viel zu hoch für das, was man bekommt.","2024-01-21T08:49:36.534009Z"
356,100.0,29558781,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T12:56:22.196964Z","fixed","d6141fc6-c8ac-4a07-b7b5-33bf52656773","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]","",3.631,"GPT-3",2,"Die Preise sind angemessen.","2024-01-20T12:56:22.196982Z"
357,100.0,29571673,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-21T08:49:50.303524Z","fixed","3bfdc640-7178-4bf4-a068-f9bf7701e65d","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]},{""end"":44,""text"":""Service"",""start"":37,""labels"":[""SERVICE-NEGATIVE""]}]","",12.939,"GPT-3",2,"Die Preise sind angemessen, aber der Service lässt zu wünschen übrig.","2024-01-21T08:49:50.303542Z"
358,100.0,29559113,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:17:25.768720Z","fixed","d09b1549-099b-4d0b-91e4-f34dabb1e799","[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]},{""end"":74,""text"":""Preise"",""start"":68,""labels"":[""PRICE-POSITIVE""]}]","",40.109,"GPT-3",2,"Der Service war okay, aber manchmal auch etwas unfreundlich und die Preise waren angemessen.","2024-01-20T13:17:25.768742Z"
359,100.0,29558987,"nils-constantin.hellwig@stud.uni-regensburg.de","2024-01-20T13:08:42.396839Z","fixed","fe99353b-662a-4f6e-9215-f7535135f798","[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-POSITIVE""]},{""end"":42,""text"":""Essen"",""start"":37,""labels"":[""FOOD-NEGATIVE""]}]","",8.09,"GPT-3",2,"Die Preise sind angemessen, aber das Essen war enttäuschend.","2024-01-20T13:08:42.396854Z"
