agreement,annotation_id,annotator,aspect_available_without_judgement,created_at,few_shot_condtion,id,label-explicit,label-implicit,lead_time,model,split,text,two_or_more_sentences,updated_at
100.0,29396646,nils-constantin.hellwig@stud.uni-regensburg.de,An aspect is addressed in the text without an explicit mention by the author,2024-01-17T15:35:34.157038Z,random,020ca616-43cf-4b05-9025-b3f75109f939,,,25.962,Llama70B,2,Eine gute Preisschildung hätte unser Urteil wohl noch etwas positiver beeinflusst.,,2024-01-17T15:35:34.157060Z
100.0,29396664,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:35:48.778557Z,random,c7fb9e16-e591-4348-81de-186f54578523,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]}]",,13.675,Llama70B,2,Das Essen schmeckt immer gleich und ist nicht besonders.,,2024-01-17T15:35:48.778574Z
100.0,29395175,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:09:33.297051Z,random,b6530e9a-6ab0-4147-98c9-ebee7bff53ea,"[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEUTRAL""]},{""end"":41,""text"":""Ambiente"",""start"":33,""labels"":[""AMBIENCE-NEGATIVE""]},{""end"":78,""text"":""Bedienung"",""start"":69,""labels"":[""SERVICE-POSITIVE""]}]",,11.875,Llama70B,2,"Die Preise waren in Ordnung, das Ambiente war nicht so schön und die Bedienung war gut.",,2024-01-17T15:09:33.297069Z
100.0,29396673,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:35:55.378607Z,random,dd4c1215-a2fb-423a-ab92-e1d792f06217,,"[{""end"":18,""text"":""einfach nur"",""start"":7,""labels"":[""FOOD-POSITIVE-no-phrase""]}]",5.824,Llama70B,2,Es ist einfach nur lecker.,,2024-01-17T15:35:55.378624Z
100.0,29396677,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:36:01.079693Z,random,b5958ac0-e059-41d2-9106-d16f4b93c82c,"[{""end"":25,""text"":""Mittagmenü"",""start"":15,""labels"":[""FOOD-NEGATIVE""]}]",,4.639,Llama70B,2,"Wir hatten das Mittagmenü, welches wirklich schlecht war.",,2024-01-17T15:36:01.079712Z
100.0,29396687,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:36:12.613698Z,random,6f95e519-bf32-49aa-bce1-a1beb5b07b6e,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]",,10.746,Llama70B,2,"Das Essen war gut, aber zu teuer!",,2024-01-17T15:36:12.613714Z
100.0,29396695,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:36:22.359244Z,random,ab5feb04-6fcd-4cd3-97da-8a56ee990c44,"[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]",,8.788,Llama70B,2,"Die Bedienung, die sich in der Nähe aufhielt, ignorierte uns und wir mussten warten.",,2024-01-17T15:36:22.359259Z
100.0,29396708,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:36:38.398395Z,random,06111deb-b190-4a28-bd5c-e5ed0bc393c2,"[{""end"":30,""text"":""Luft"",""start"":26,""labels"":[""AMBIENCE-NEGATIVE""]}]",,15.256,Llama70B,2,"Die Klimaanlage lief, die Luft war aber trotzdem sehr stickig.",,2024-01-17T15:36:38.398410Z
100.0,29396727,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:36:52.232252Z,random,1b20e01d-d9b2-4476-9287-4c88d4fbab88,"[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-CONFLICT""]}]",,12.905,Llama70B,2,"Der Service war freundlich, aber sehr langsam.",,2024-01-17T15:36:52.232269Z
100.0,29396742,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:37:12.272851Z,random,953d8c6d-78df-44d0-a107-889d81fdb5a1,"[{""end"":37,""text"":""Preis"",""start"":32,""labels"":[""PRICE-NEGATIVE""]}]",,19.215,Llama70B,2,"Leider muss ich sagen, dass der Preis für den Geschmack nicht stimmt.",,2024-01-17T15:37:12.272876Z
100.0,29396784,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:37:48.985661Z,random,bdf997d9-796b-429b-9109-50e7cdab9f33,"[{""end"":35,""text"":""Preis Leistungsverhältnis"",""start"":10,""labels"":[""PRICE-POSITIVE""]}]",,35.777,Llama70B,2,Ein gutes Preis Leistungsverhältnis und keine Überraschungen bei der Rechnung.,,2024-01-17T15:37:48.985675Z
100.0,29396797,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:37:58.927070Z,random,08ac76fb-f018-4361-9b21-2b65fa3b63c4,"[{""end"":12,""text"":""Gerichte"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":48,""text"":""Service"",""start"":41,""labels"":[""SERVICE-NEUTRAL""]}]",,9.137,Llama70B,2,"Die Gerichte waren gut, die Qualität des Service war mittelmäßig.",,2024-01-17T15:37:58.927088Z
100.0,29396804,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:38:04.184265Z,random,4035b269-0d0e-4674-a646-99637d2ed9f7,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]",,4.385,Llama70B,2,Das Ambiente ist sehr schön und gemütlich.,,2024-01-17T15:38:04.184288Z
100.0,29396813,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:38:13.744346Z,random,4c5c2586-488d-4605-81de-1c85f27bd765,"[{""end"":8,""text"":""Lage"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]",,8.759,Llama70B,2,"Die Lage ist gut, aber der Rest lässt zu wünschen übrig.",,2024-01-17T15:38:13.744370Z
100.0,29396819,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:38:22.439857Z,random,c2860239-f50b-4241-b415-653e9ef1288e,"[{""end"":57,""text"":""Bedienung"",""start"":48,""labels"":[""SERVICE-NEGATIVE""]}]",,7.817,Llama70B,2,Ein schöner Aufenthalt mit einer unfreundlichen Bedienung.,,2024-01-17T15:38:22.439876Z
100.0,29396841,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:38:43.985100Z,random,1a159dcc-ed34-4746-97d4-6ce2e09d6ce7,"[{""end"":12,""text"":""Umgebung"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]},{""end"":28,""text"":""Service"",""start"":21,""labels"":[""SERVICE-NEUTRAL""]}]",,20.731,Llama70B,2,Die Umgebung und der Service waren auch OK.,,2024-01-17T15:38:43.985115Z
100.0,29396894,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:39:45.995438Z,random,b5ea44c8-c19a-4dc1-92b7-fbcd4e2a3643,"[{""end"":17,""text"":""Wartezeiten"",""start"":6,""labels"":[""SERVICE-NEGATIVE""]},{""end"":41,""text"":""Tische"",""start"":35,""labels"":[""AMBIENCE-POSITIVE""]}]",,61.223,Llama70B,2,"Viele Wartezeiten, aber auch viele Tische.",,2024-01-17T15:39:45.995456Z
100.0,29396906,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:39:55.720520Z,random,96a8283f-37fd-435a-b321-b42dc7d45705,,"[{""end"":41,""text"":""wurde es schnell und freundlich"",""start"":10,""labels"":[""SERVICE-POSITIVE-no-phrase""]}]",8.828,Llama70B,2,Am Tresen wurde es schnell und freundlich serviert.,,2024-01-17T15:39:55.720537Z
100.0,29396914,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:40:04.394243Z,random,3d5c7c22-6d81-4ec1-afb3-817d02bf2a8a,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]",,7.906,Llama70B,2,"Ein Ambiente, das ich mir echt wünsche.",,2024-01-17T15:40:04.394261Z
100.0,29396963,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:40:46.777135Z,random,83a38e1d-416b-4dca-9240-5005726a4992,"[{""end"":27,""text"":""Bedienung"",""start"":18,""labels"":[""SERVICE-POSITIVE""]}]",,41.431,Llama70B,2,"Am Anfang war die Bedienung sehr freundlich, aber dann dauerte es eine Weile bis wir unsere Bestellungen machen konnten.",,2024-01-17T15:40:46.777153Z
100.0,29396976,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:40:56.794879Z,random,42702812-a277-4ba3-9e4c-44ea5aa82238,"[{""end"":16,""text"":""Service"",""start"":9,""labels"":[""SERVICE-NEUTRAL""]}]",,9.134,Llama70B,2,Auch der Service war in Ordnung.,,2024-01-17T15:40:56.794895Z
100.0,29397058,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:42:15.440244Z,random,00f421ef-3f15-48ca-b003-70653eea3ab7,"[{""end"":9,""text"":""Wirte"",""start"":4,""labels"":[""SERVICE-POSITIVE""]},{""end"":40,""text"":""Küche"",""start"":35,""labels"":[""FOOD-NEGATIVE""]}]",,77.866,Llama70B,2,"Die Wirte sind sehr nett, aber die Küche war nicht so gut.",,2024-01-17T15:42:15.440260Z
100.0,29397080,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:42:32.791786Z,random,7ec94270-3e50-4488-b9d5-12ace2822489,"[{""end"":11,""text"":""Service"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]","[{""end"":72,""text"":""Restaurant hat uns"",""start"":54,""labels"":[""AMBIENCE-POSITIVE-no-phrase""]}]",16.516,Llama70B,2,Der Service war sehr freundlich und der Aufenthalt im Restaurant hat uns gut gefallen.,,2024-01-17T15:42:32.791807Z
100.0,29397087,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:42:38.921327Z,random,011e342a-44b1-4e53-96ec-baecbac0ca6f,,,5.281,Llama70B,2,Ein echtes Schmuckstück.,,2024-01-17T15:42:38.921348Z
100.0,29397094,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:42:47.869841Z,random,da80bd36-cad6-4727-9740-f5c25d73aeb3,"[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]",,8.105,Llama70B,2,Die Atmosphäre war angenehm.,,2024-01-17T15:42:47.869866Z
100.0,29397105,nils-constantin.hellwig@stud.uni-regensburg.de,An aspect is addressed in the text without an explicit mention by the author,2024-01-17T15:42:56.603066Z,random,f27a5694-c272-4cbb-8d5c-eb8e43f6d3f7,,,7.9,Llama70B,2,"Eine Wartezeit von 40 Minuten und die Kellnerin sagt, dass es noch nicht mal so voll sei.",,2024-01-17T15:42:56.603085Z
100.0,29397136,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:43:31.613236Z,random,c012eb26-ed6b-42f8-b574-27bfe9021af9,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]},{""end"":56,""text"":""Preis-Leistungsverhältnis"",""start"":31,""labels"":[""PRICE-NEGATIVE""]}]",,34.034,Llama70B,2,"Das Essen war lecker, aber das Preis-Leistungsverhältnis stimmt nicht.",,2024-01-17T15:43:31.613255Z
100.0,29397140,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-17T15:43:36.595130Z,random,cec1ceeb-dd8c-4b17-bd8e-c40da9e365f6,,"[{""end"":24,""text"":""waren sehr zufrieden"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",3.998,Llama70B,2,Wir waren sehr zufrieden.,,2024-01-17T15:43:36.595150Z
100.0,29424355,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:00:18.801930Z,random,e793b08d-c40d-4827-bbd6-655d35d7e8c4,"[{""end"":58,""text"":""Restaurant"",""start"":48,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]",,7.727,Llama70B,2,Alles in allem ist es ein sehr empfehlenswertes Restaurant.,,2024-01-18T07:00:18.801951Z
100.0,29424365,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:00:26.692460Z,random,07942b86-0295-414c-a4bd-053dde7d81b8,"[{""end"":27,""text"":""Preis\/Leistung"",""start"":13,""labels"":[""PRICE-POSITIVE""]}]",,7.106,Llama70B,2,Hier stimmte Preis/Leistung.,,2024-01-18T07:00:26.692478Z
100.0,29424390,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:00:45.284949Z,random,66f63432-19b0-4abb-b6d3-1754becd0cac,"[{""end"":61,""text"":""Kellner"",""start"":54,""labels"":[""SERVICE-NEGATIVE""]}]",,17.714,Llama70B,2,"Wir haben uns sehr schlecht behandelt gefühlt, da der Kellner sich nicht um uns gekümmert hat.",,2024-01-18T07:00:45.284966Z
100.0,29424423,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:01:17.817206Z,random,e1b18806-bf5c-41d1-a618-b18d3922ae8f,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEGATIVE""]},{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]",,31.697,Llama70B,2,Das Essen war leider nicht besonders gut und die Preise für das Essen sind sehr hoch.,,2024-01-18T07:01:17.817245Z
100.0,29424433,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:01:24.290635Z,random,602cd9e8-384a-4b2f-84ca-b236afa7f481,"[{""end"":9,""text"":""Pizza"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]",,5.66,Llama70B,2,Die Pizza war eher mittelmäßig.,,2024-01-18T07:01:24.290651Z
100.0,29424439,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:01:30.206212Z,random,9fcc3f17-f5e7-41cd-84b6-dbaf54bfc041,"[{""end"":22,""text"":""Kellner"",""start"":15,""labels"":[""SERVICE-NEGATIVE""]}]",,5.059,Llama70B,2,Leider ist der Kellner überfordert.,,2024-01-18T07:01:30.206228Z
100.0,29424448,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:01:36.871800Z,random,c7d6c884-3a9c-4725-ad37-695d583b53d4,"[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]",,5.728,Llama70B,2,Die Atmosphäre ist sehr angenehm.,,2024-01-18T07:01:36.871817Z
100.0,29424474,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:02:01.841749Z,random,f0f395b1-bcf3-4e28-a43a-d860d646d85b,"[{""end"":15,""text"":""Preisen"",""start"":8,""labels"":[""PRICE-NEGATIVE""]}]",,24.173,Llama70B,2,Bei den Preisen (Knödel) könne man sicherlich etwas besseres bekommen.,,2024-01-18T07:02:01.841768Z
100.0,29424483,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:02:10.972090Z,random,ca46aba9-3746-4183-8838-9ffa11157a4e,"[{""end"":10,""text"":""Preise"",""start"":4,""labels"":[""PRICE-NEGATIVE""]}]",,8.316,Llama70B,2,Die Preise sind eher hoch.,,2024-01-18T07:02:10.972113Z
100.0,29424517,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:02:46.702364Z,random,9f87d20a-ff77-49f7-9904-0ed5f503d83c,,,34.467,Llama70B,2,"Wir waren gerade in der Sommerzeit, da die Terrasse noch offen war.",,2024-01-18T07:02:46.702386Z
100.0,29424525,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:02:54.634223Z,random,df3adfda-e194-46de-8446-647202f57282,"[{""end"":21,""text"":""Ambiente"",""start"":13,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":52,""text"":""Personal"",""start"":44,""labels"":[""SERVICE-POSITIVE""]}]",,7.107,Llama70B,2,Sehr schöner Ambiente und sehr freundliches Personal.,,2024-01-18T07:02:54.634241Z
100.0,29424532,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:02:59.321311Z,random,939852b1-5ef6-402d-9d97-e7740c26d8e3,"[{""end"":12,""text"":""Innenhof"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]}]",,3.524,Llama70B,2,Der Innenhof ist sehr schön.,,2024-01-18T07:02:59.321334Z
100.0,29424539,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:03:05.244780Z,random,5e20fac2-0afc-465b-a905-5de9d3570ffb,,"[{""end"":24,""text"":""werden wieder kommen"",""start"":4,""labels"":[""GENERAL-IMPRESSION-POSITIVE-no-phrase""]}]",5.131,Llama70B,2,Wir werden wieder kommen.,,2024-01-18T07:03:05.244805Z
100.0,29424543,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:03:09.088721Z,random,b3b44f7a-3a7c-470d-a5ac-33539a8979a3,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-POSITIVE""]}]",,3.015,Llama70B,2,Das Essen war sehr lecker.,,2024-01-18T07:03:09.088739Z
100.0,29424550,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:03:13.717849Z,random,d0c8cd80-9a9f-4101-a8c8-48331c28c757,"[{""end"":17,""text"":""Personal"",""start"":9,""labels"":[""SERVICE-NEGATIVE""]}]",,3.861,Llama70B,2,Aber das Personal war eher schlecht.,,2024-01-18T07:03:13.717869Z
100.0,29424557,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:03:19.809999Z,random,a42a0d2b-cb2f-4084-b6d0-a9daba4ac735,"[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]",,5.298,Llama70B,2,Das Personal war freundlich und zuvorkommend.,,2024-01-18T07:03:19.810019Z
100.0,29424566,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:03:25.274670Z,random,3609dc4b-aa74-4fba-a33d-00d553c1c993,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]",,4.685,Llama70B,2,Das Ambiente ist nicht besonders schön.,,2024-01-18T07:03:25.274689Z
100.0,29424581,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:03:36.733843Z,random,bccb23df-07ad-4b83-8a45-ec8cb9de0df3,"[{""end"":53,""text"":""Essens"",""start"":47,""labels"":[""FOOD-POSITIVE""]},{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":25,""text"":""Service"",""start"":18,""labels"":[""SERVICE-POSITIVE""]}]",,10.663,Llama70B,2,"Das Ambiente, der Service und die Qualität des Essens sind sehr gut.",,2024-01-18T07:03:36.733864Z
100.0,29424590,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:03:46.656340Z,random,28c305f5-7ec9-43ab-99a2-facd98c78351,"[{""end"":50,""text"":""Bedienung"",""start"":41,""labels"":[""SERVICE-POSITIVE""]},{""end"":98,""text"":""Essen"",""start"":93,""labels"":[""FOOD-NEGATIVE""]}]",,9.098,Llama70B,2,"Wir waren 2x dort und beide Male war die Bedienung sehr freundlich und hilfsbereit, aber das Essen war nicht besonders.",,2024-01-18T07:03:46.656356Z
100.0,29424592,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:03:52.302371Z,random,dcb08f65-3425-4814-97cb-eabec601f5a3,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]",,4.845,Llama70B,2,Das Ambiente ist nichts besonderes.,,2024-01-18T07:03:52.302387Z
100.0,29424595,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:03:56.375969Z,random,d6e2f294-8135-4f6f-8470-9e9cc7e42556,"[{""end"":17,""text"":""Personal"",""start"":9,""labels"":[""SERVICE-POSITIVE""]}]",,3.287,Llama70B,2,Aber das Personal war sehr freundlich.,,2024-01-18T07:03:56.375988Z
100.0,29424599,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:04:00.571053Z,random,d0a59811-e72e-4eb1-8c22-2e4d4773e60b,"[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]",,3.393,Llama70B,2,Die Bedienung war sehr langsam und unsympathisch.,,2024-01-18T07:04:00.571069Z
100.0,29424611,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:04:14.619591Z,random,61773242-ec95-4ea9-b30f-d2027e66f615,"[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-CONFLICT""]}]",,13.255,Llama70B,2,"Die Bedienung war freundlich, aber nicht übermäßig aufmerksam.",,2024-01-18T07:04:14.619607Z
100.0,29424629,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:04:43.916740Z,random,df3b08d9-ca15-4c3e-afca-9cb330be96b9,"[{""end"":91,""text"":""Ambiente"",""start"":83,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":117,""text"":""Personal"",""start"":109,""labels"":[""SERVICE-POSITIVE""]},{""end"":11,""text"":""Preisen"",""start"":4,""labels"":[""PRICE-NEUTRAL""]}]",,28.277,Llama70B,2,"Bei Preisen, die sich in der unteren Mittelklasse bewegen, bekommt man ein schönes Ambiente und freundliches Personal.",,2024-01-18T07:04:43.916761Z
100.0,29424647,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:05:05.305933Z,random,f5414bb6-583a-4506-86d2-857200b74d01,"[{""end"":30,""text"":""Preis -Leistungsverhältnis"",""start"":4,""labels"":[""PRICE-NEUTRAL""]},{""end"":64,""text"":""Umgebung"",""start"":56,""labels"":[""AMBIENCE-NEGATIVE""]}]",,20.547,Llama70B,2,"Das Preis -Leistungsverhältnis ist in Ordnung, aber die Umgebung ist nicht so schön.",,2024-01-18T07:05:05.305950Z
100.0,29424653,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:05:16.363411Z,random,fed5e1c8-72d0-43ee-a539-fbb2431105c2,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]",,10.263,Llama70B,2,Das Ambiente war nicht so schlimm.,,2024-01-18T07:05:16.363427Z
100.0,29424663,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:05:26.377940Z,random,78c69c23-7dec-4158-ab58-51b8e02be56b,"[{""end"":48,""text"":""Lieblingslokal"",""start"":34,""labels"":[""GENERAL-IMPRESSION-POSITIVE""]}]",,9.235,Llama70B,2,Mittlerweile ist es ein absolutes Lieblingslokal.,,2024-01-18T07:05:26.377957Z
100.0,29424667,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:05:33.568323Z,random,422ae338-83a1-441d-8959-de2abf1ba28e,"[{""end"":38,""text"":""Preis\/Leistung"",""start"":24,""labels"":[""PRICE-POSITIVE""]}]",,6.42,Llama70B,2,Wir waren zufrieden mit Preis/Leistung.,,2024-01-18T07:05:33.568342Z
100.0,29424673,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:05:39.128498Z,random,b6093b7d-e0ba-4bf7-ad03-bb27ae609db0,"[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]",,4.745,Llama70B,2,Die Bedienung war sehr freundlich und zuvorkommend.,,2024-01-18T07:05:39.128517Z
100.0,29424677,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:05:43.923289Z,random,bb16f0f7-7435-4054-ae75-353f14108d01,"[{""end"":12,""text"":""Personal"",""start"":4,""labels"":[""SERVICE-NEGATIVE""]}]",,3.958,Llama70B,2,Das Personal war nicht freundlich.,,2024-01-18T07:05:43.923307Z
100.0,29424695,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:06:03.713769Z,random,da248fa6-49cd-4dbb-b742-4e7a003936e7,"[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEUTRAL""]}]",,18.899,Llama70B,2,Die Atmosphäre ist auch nicht so schlecht.,,2024-01-18T07:06:03.713784Z
100.0,29424697,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:06:09.905773Z,random,5472473c-6ca5-4d44-8c69-ab37a36667a9,"[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]",,5.364,Llama70B,2,Die Bedienung ist sehr freundlich und schnell.,,2024-01-18T07:06:09.905795Z
100.0,29424700,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:06:14.855467Z,random,d824cc3b-815c-414d-bfb6-57a91ccd65d1,"[{""end"":13,""text"":""Bedienung"",""start"":4,""labels"":[""SERVICE-POSITIVE""]}]",,4.132,Llama70B,2,Die Bedienung war sehr freundlich.,,2024-01-18T07:06:14.855486Z
100.0,29424715,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:06:35.483090Z,random,1e430eca-d6c5-4270-baca-05acc7f2cdfa,"[{""end"":12,""text"":""Ambiente"",""start"":4,""labels"":[""AMBIENCE-POSITIVE""]},{""end"":51,""text"":""Service"",""start"":44,""labels"":[""SERVICE-POSITIVE""]}]",,19.723,Llama70B,2,"Ein Ambiente wie aus dem Bilderbuch und ein Service, der einem das Herz erfreut!",,2024-01-18T07:06:35.483106Z
100.0,29424731,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:07:00.275627Z,random,32ccdcd7-02d1-4c82-96fe-2f1cb748cf83,"[{""end"":16,""text"":""Speisen"",""start"":9,""labels"":[""FOOD-NEGATIVE""]}]",,23.986,Llama70B,2,Ein paar Speisen waren schlecht.,,2024-01-18T07:07:00.275648Z
100.0,29424744,nils-constantin.hellwig@stud.uni-regensburg.de,An aspect is addressed in the text without an explicit mention by the author,2024-01-18T07:07:17.483063Z,random,ae994309-7052-41a9-a51b-88d6d0590068,,,16.384,Llama70B,2,Wir haben uns für 2x Currywurst mit Pommes und Cola entschieden.,,2024-01-18T07:07:17.483079Z
100.0,29424758,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:07:37.073079Z,random,cbbda1a7-83b2-47af-bd13-5400d3980ce8,"[{""end"":18,""text"":""Service"",""start"":11,""labels"":[""SERVICE-CONFLICT""]}]",,18.759,Llama70B,2,"Ein netter Service ist zwar vorhanden, aber es gibt auch ein paar kleine Kritikpunkte.",,2024-01-18T07:07:37.073094Z
100.0,29424772,nils-constantin.hellwig@stud.uni-regensburg.de,An aspect is addressed in the text without an explicit mention by the author,2024-01-18T07:08:01.273787Z,random,13ac1c97-178b-4f17-991f-968c1b71f071,"[{""end"":9,""text"":""Preis"",""start"":4,""labels"":[""PRICE-POSITIVE""]}]",,23.193,Llama70B,2,Zum Preis ist das nicht schlecht.,,2024-01-18T07:08:01.273811Z
100.0,29424775,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:08:07.321516Z,random,cef586e9-093f-4071-99cc-131e684f06ff,"[{""end"":9,""text"":""Essen"",""start"":4,""labels"":[""FOOD-NEUTRAL""]}]",,5.175,Llama70B,2,Das Essen war auch in Ordnung.,,2024-01-18T07:08:07.321587Z
100.0,29424781,nils-constantin.hellwig@stud.uni-regensburg.de,,2024-01-18T07:08:15.787356Z,random,e6b56d0c-b098-4b76-8884-920d9669f718,"[{""end"":14,""text"":""Atmosphäre"",""start"":4,""labels"":[""AMBIENCE-NEGATIVE""]}]",,7.628,Llama70B,2,Die Atmosphäre ist nicht gerade einladend.,,2024-01-18T07:08:15.787380Z
